-410.132 -459.404 705.945
-29.889 -13.9915 210.174
-35.5177 30.7758 -31.9603
91.8307 49.6247 39.8837
-132.95 90.9238 14.1391
-23.6715 -42.7892 -24.9824
-50.088 1.40342 22.9965
-241.46 115.108 445.87
66.2602 -22.8047 -7.55904
-371.785 56.9299 -23.4918
19.4616 -11.2398 -4.45626
2.5403 23.5475 -22.0664
210.204 61.9522 46.1108
-5.29292 -12.8068 16.4507
279.659 -148.805 15.8817
-298.718 -114.133 -51.9775
58.3689 -171.747 -15.5633
96.6313 -159.607 -114.458
-169.204 -5.38125 -75.5226
-59.1539 19.2833 139.267
-26.9569 254.71 -363.569
25.4575 -403.948 -85.3579
133.484 -25.9708 -36.9255
326.432 -290.65 111.855
-840.353 -813.809 2.07731
-24.8869 46.6924 -27.3008
-105.688 96.401 -60.8482
118.317 3.23671 109.524
18.5349 6.22732 -2.38379
214.022 -65.2236 -76.3041
36.5943 -7.06288 11.5662
23.227 10.5412 -17.3935
208.671 202.43 271.843
-530.205 -659.315 146.63
20.7109 -24.5989 15.7112
160.692 -334.674 316.497
-67.4902 45.9951 -43.7281
10.4323 8.87455 -13.4256
5.84697 -28.4886 -3.51585
80.3569 105.517 16.7292
-80.6181 -613.642 -130.349
73.5173 -109.422 -90.217
-139.534 -13.1149 63.4413
173.31 95.7404 82.5247
200.398 787.428 -430.246
-125.956 423.001 -118.133
-95.693 -409.392 108.398
-452.228 -378.801 347.854
43.4478 -25.8573 9.91331
-200.602 -563.618 -202.996
-22.4567 -48.2985 -17.4709
-532.972 -555.663 251.533
-40.042 -28.0857 6.43798
-30.0011 -112.109 53.1651
2.52159 -86.43 1.48651
-253.065 -273.847 -8.0371
-547.087 -682.129 -29.0142
-6.38866 103.95 -145.682
-16.5191 -10.1954 -12.0739
-23.6455 -23.7268 87.1921
-80.8231 -84.7383 -47.3144
1.90848 5.83319 -1.48487
-50.1106 8.93179 -30.9585
-3.65295 10.1018 -8.77562
25.8375 281.183 -21.9864
-38.4178 74.7087 175.413
24.1732 -19.5421 -28.6625
-7.20908 3.78105 -4.14685
8.50483 -33.6753 42.5036
-116.377 71.8129 -67.7544
-7.975 -1.49265 -4.35228
-15.409 -3.19679 3.55358
-455.495 -287.729 -75.8675
-229.894 -161.338 112.057
83.5303 -35.4166 -76.3498
24.5401 97.7731 -66.4455
152.039 -238.737 -90.0579
328.853 -305.756 62.3241
33.5498 26.8099 5.08525
-6.21377 1.95078 -15.0009
-47.2041 75.5808 89.0658
182.86 -162.859 -322.501
15.4107 18.3017 -3.39072
-15.2639 71.6357 -24.7363
-397.069 -682.071 448.092
231.793 -504.23 -54.6089
-13.2419 2.73492 4.53054
68.9475 76.4799 -99.3394
-121.636 -652.12 -196.416
-277.354 -187.112 212.865
217.731 -180.532 57.6438
98.9061 37.7253 52.7015
70.1259 -25.4765 -109.903
-425.444 -226.296 -19.1166
-46.9425 -56.6611 -4.21083
-8.70472 1.48505 8.64906
-322.262 -558.682 321.382
-342.358 -552.637 278.063
-986.134 -340.542 129.768
7.21878 -171.353 -279.376
50.8185 30.8812 60.9843
183.431 45.5549 -72.0515
-80.7613 -107.533 -39.0886
-6.31457 5.67603 -14.3446
111.893 -20.4039 -102.427
5.61009 15.6324 2.55249
-337.752 -363.788 -22.809
-75.9358 49.1963 59.5161
-97.2038 -154.583 371.36
43.8813 34.9187 -8.23541
-56.9487 13.5584 24.1219
5.32256 13.7048 -44.9709
-5.90018 72.9714 -141.868
-54.6119 3.92118 -143.835
118.049 -73.7556 -233.692
-15.7456 -9.09477 3.30878
114.663 61.7003 62.922
-26.3203 25.7193 -16.5346
-28.2947 0.00540265 -11.2662
14.4171 40.7217 4.10656
-12.0262 -6.73658 -44.1769
-7.10027 -103.743 -60.1335
180.834 -305.941 147.625
-44.9335 -71.9592 126.08
9.20499 134.655 -3.73961
15.4403 47.4299 54.4087
-1.03144 -8.79052 -7.30866
-4.26799 4.06108 -15.6252
-185.5 -366.044 487.327
-662.456 -333.125 -441.078
-402.547 -429.197 84.6393
153.872 -82.0788 21.5925
-32.2716 -8.5186 6.83633
140.064 95.8702 -372.837
-682.236 -84.3733 276.435
-227.58 -158.273 426.008
-17.0913 -14.5685 7.84224
55.763 -45.351 -35.9347
-322.633 -205.318 20.7467
9.18575 59.5365 32.9709
-59.2089 -478.396 1223.43
105.539 -9.77947 41.2314
6.4409 20.1501 -50.1363
19.4389 29.5755 7.6448
1.77351 -2.89435 8.45593
5.82114 7.04138 -4.9708
-96.7835 -40.9058 119.992
-417.698 83.8567 -243.736
-579.404 169.072 341.176
29.8817 114.398 -150.962
48.3717 -100.838 62.5384
-98.5935 -1.72341 27.0602
15.3017 22.5858 15.0294
15.2672 69.9268 -118.327
-3.74417 135.218 -38.6934
-7.46091 -100.334 122.915
-81.0574 42.5254 19.4433
41.6113 89.6744 -91.2644
265.653 -4.81664 146.443
359.644 -34.4443 87.2656
-222.73 -492.414 394.527
-77.7773 -46.8143 -61.7343
0.848597 144.467 15.6724
-607.527 -28.071 240.28
-415.813 -395.407 -397.968
-50.1832 -91.5085 -77.0983
-249.753 -257.517 482.79
28.3299 -4.42238 14.6666
66.1526 -0.00633595 132.38
53.1666 25.3741 -17.5322
16.7541 -9.97958 51.7304
23.7896 44.751 19.1795
-7.83932 5.22612 -14.0929
-210.719 -611.677 301.471
-20.3161 -8.33599 6.38668
261.768 -214.141 101.311
4.86807 16.0743 33.1226
-908.891 -565.72 -361.488
-56.7559 -29.7844 106.055
36.0843 54.9674 -61.4307
-31.8017 -50.7876 13.6975
-46.8475 155.536 54.7729
-483.568 -65.5925 239.342
-103.3 15.0397 -179.899
12.6468 27.873 22.7547
7.47076 -42.1968 -19.8029
-582.803 -13.0066 -629.977
149.862 143.858 33.687
-41.3257 -31.7956 13.5552
115.586 120.164 -5.9672
-150.814 40.1213 -53.6052
-424.237 -454.936 73.5793
105.005 8.67556 30.5174
236.182 -6.56696 -233.928
-19.8434 -100.16 32.6445
1.8287 -14.1264 94.8814
-4.92001 -87.5404 25.5958
159.387 86.0694 40.0404
-158.257 -566.395 222.131
-481.319 -361.637 -432.994
210.036 159.93 281.296
3.41733 -0.439096 17.7084
-94.726 -73.5173 -22.2392
-1.48247 0.633117 -4.34868
184.735 19.705 -25.6852
15.6988 -5.22705 -219.565
-15.6726 6.8543 15.3529
216.773 34.2027 -76.2187
22.1015 -46.8775 27.6807
-41.158 -11.0592 112.943
-318.509 -279.134 -161.309
21.1014 5.40732 -30.2121
-10.1226 -78.26 -66.5145
0.783855 9.52997 13.0661
96.6454 -26.8314 -72.6001
189.987 -66.5859 26.4194
51.1913 7.82713 8.03911
169.707 33.5649 -31.7727
90.9445 71.571 53.2857
7.54881 -400.48 -139.858
-57.6659 109.407 -93.7321
-2.21479 -1.1178 -17.7117
-341.952 -380.608 543.712
230.337 -115.336 45.5293
4.63225 1.14873 -0.802805
63.6933 -50.4741 -159.739
29.3275 -14.515 5.75613
36.8316 -63.2418 -95.2678
-29.9662 -175.25 -630.737
-6.68267 -10.3216 -5.66948
-70.4151 -583.41 245.753
-128.455 -47.6208 98.1899
-10.1975 60.2886 53.3061
3.17404 -1.51151 -1.60742
139.082 -25.8507 -68.0673
-687.35 -441.043 137.195
-9.03106 1.21143 -10.2286
-226.498 -444.601 181.592
-89.5621 -22.8546 -79.1329
37.9612 -31.6307 -31.4992
42.9242 131.038 46.0009
-11.9429 2.05897 0.901775
326.836 134.502 -60.7647
52.9492 -0.555748 -12.9856
-53.1118 2.63681 -152.612
-66.5874 -14.4893 17.7608
-604.668 15.3231 -318.574
38.1882 121.792 84.1229
7.30284 33.6203 6.65864
419.82 -147.655 -221.358
-34.4534 37.3779 139
139.718 52.3786 366.159
39.1598 -168.758 -118.697
138.281 -290.391 -478.83
66.3997 86.9003 -91.235
-8.22411 -83.0252 -20.4752
19.5625 66.8101 -19.0126
0.664588 12.1102 3.98384
-240.972 -389.579 58.7048
37.4986 51.7081 0.630072
-42.6414 -170.1 -16.9025
-42.6548 93.5695 18.4845
-112.231 -60.0441 9.6099
-3.46636 -0.173585 -3.0638
-13.0687 62.0997 -28.5998
-4.21553 -5.88831 -8.94412
-438.512 -678.661 292.191
-218.456 -504.275 167.443
-6.12831 -6.02486 3.4765
19.8159 38.3874 34.8159
8.77146 12.8748 -2.35214
-6.7494 -5.37478 -2.41325
551.191 123.67 28.7418
-0.813803 -0.533823 -9.16464
-1961 -595.771 470.847
-27.6227 -132.417 86.1915
-90.7445 -419.53 -67.4363
-220.501 -326.106 115.055
62.868 47.8358 24.0848
-19.7338 152.723 -17.9767
32.929 -9.53346 -8.87232
55.5867 -142.374 -364.412
4.23475 -13.7479 0.141012
-234.335 311.173 339.558
9.84203 -457.066 178.281
-3.69809 -5.92943 -1.32933
-21.75 -43.4169 17.7434
65.3451 -4.71008 78.4527
-60.2929 -15.0754 -121.942
-136.185 -11.8727 -368.432
16.5103 52.3073 226.581
156.719 105.16 73.5401
-784.646 -374.843 162.203
45.8753 16.0741 -2.83246
158.843 92.7598 93.2986
-295.767 211.458 -476.498
-20.9105 34.8785 -176.448
-79.4473 -568.054 -346.555
-236.507 -566.199 333.716
-401.912 108.412 608.078
52.3388 40.5658 -23.2023
52.7974 -409.635 32.5821
-214.895 -116.792 161.058
56.0668 20.2281 18.9735
61.1022 -350.922 403.26
-191.317 9.21507 115.054
-7.75343 3.41849 -5.23518
9.80094 41.9844 29.9909
121.318 280.887 2.73221
-542.151 -779.311 57.9602
3.97325 19.2179 88.4214
-348.93 -27.2242 62.404
20.1885 -0.252308 -1.75101
143.095 -110.646 -115.045
-232.857 -313.259 -387.587
12.3554 53.2249 -75.2653
15.5716 17.607 -5.16419
174.862 -314.837 120.309
182.324 22.08 -107.702
-21.7482 192.615 85.4827
-539.714 132.667 463.91
5.8898 23.1881 31.1642
-14.5194 60.0055 -9.37795
-6.384 -21.112 5.83151
7.37539 8.32585 -25.8078
0.376225 -1.06518 -7.82097
-25.5612 94.7184 70.733
82.2394 142.797 129.443
-155.839 -170.565 174.839
91.6557 -2.44522 1.03792
-150.468 84.4747 -52.9097
-1.35073 4.37733 -3.50648
92.9521 137.486 62.1562
7.30396 6.50022 -5.98468
2.97367 -50.6612 5.40403
7.77564 21.116 -18.8037
-165.102 -236.436 150.974
-46.7052 -145.4 -406.948
-85.9867 115.591 -65.9984
60.1712 -23.9193 30.2484
16.9151 -102.416 -176.013
269.158 -64.3134 66.6077
14.196 53.4064 38.6814
-88.3078 -430.196 207.801
-44.2651 -117.887 77.8198
0.709868 0.108056 -0.533737
96.0177 39.0489 -4.7098
33.8635 -253.669 97.4896
-37.4715 2.99435 -5.28663
11.7925 0.37229 6.31965
-673.279 307.235 -310.794
-93.1113 94.6873 177.353
91.3777 0.670962 9.28939
-706.948 -141.983 57.2025
1.66633 17.5953 21.1089
128.737 0.355758 -30.3532
170.481 57.6244 30.2528
12.8165 -0.804433 -444.876
-51.61 -317.807 -190.003
-49.3164 142.135 -31.8194
30.6285 -12.9374 -10.7601
-1.51032 20.645 20.6495
36.1592 63.03 101.296
-83.2177 73.0162 41.6252
-85.4127 -41.9277 36.2421
-178.288 78.5073 421.594
-71.8167 -6.76433 -71.5529
0.200492 -62.592 8.27018
-144.316 -688.216 87.0427
-7.22194 -37.0079 -2.97089
-202.081 -261.948 -8.84217
-40.8727 28.2138 13.5998
47.7043 -15.7113 -64.0126
-45.2347 -552.748 92.0042
-319.523 -7.38186 -422.746
-19.0155 16.3264 -8.59197
-33.1466 13.3416 13.0206
-65.4952 38.5027 -93.3353
-569.659 236.42 282.526
74.0353 -24.6288 -234.41
49.7801 -2.99035 -22.7409
-55.9473 1.40303 -4.4936
108.476 -82.6862 -147.563
21.1759 -79.8438 -74.2032
5.37301 3.90591 19.5913
-6.38422 -16.9217 -22.3741
-59.7757 -43.4677 -3.37823
29.3527 53.2497 -1.8394
